"Sample","Time","Temp_C","Humidity_RH","Dew_Point_C","Comments","Serial_Number","site"
258,"3/23/2025 0:05",13,72.5,8.2,NA,"65057993","Perry"
259,"3/23/2025 0:35",13.5,70,8.1,NA,"65057993","Perry"
260,"3/23/2025 1:05",13.5,70,8.1,NA,"65057993","Perry"
261,"3/23/2025 1:35",12.5,75,8.2,NA,"65057993","Perry"
262,"3/23/2025 2:05",12,78.5,8.4,NA,"65057993","Perry"
263,"3/23/2025 2:35",12,78.5,8.4,NA,"65057993","Perry"
264,"3/23/2025 3:05",12,78,8.3,NA,"65057993","Perry"
265,"3/23/2025 3:35",12.5,75,8.2,NA,"65057993","Perry"
266,"3/23/2025 4:05",11.5,80.5,8.3,NA,"65057993","Perry"
267,"3/23/2025 4:35",11.5,81,8.4,NA,"65057993","Perry"
268,"3/23/2025 5:05",11.5,82.5,8.6,NA,"65057993","Perry"
269,"3/23/2025 5:35",11.5,82,8.5,NA,"65057993","Perry"
270,"3/23/2025 6:05",12,79.5,8.6,NA,"65057993","Perry"
271,"3/23/2025 6:35",11,81,7.9,NA,"65057993","Perry"
272,"3/23/2025 7:05",10.5,81,7.4,NA,"65057993","Perry"
273,"3/23/2025 7:35",12,77.5,8.2,NA,"65057993","Perry"
274,"3/23/2025 8:05",13,75,8.7,NA,"65057993","Perry"
275,"3/23/2025 8:35",14,70.5,8.7,NA,"65057993","Perry"
276,"3/23/2025 9:05",16,66.5,9.8,NA,"65057993","Perry"
277,"3/23/2025 9:35",20.5,56,11.4,NA,"65057993","Perry"
278,"3/23/2025 10:05",21,54.5,11.5,NA,"65057993","Perry"
279,"3/23/2025 10:35",21.5,55,12.1,NA,"65057993","Perry"
280,"3/23/2025 11:05",22.5,49.5,11.4,NA,"65057993","Perry"
281,"3/23/2025 11:35",23,49,11.7,NA,"65057993","Perry"
282,"3/23/2025 12:05",21.5,51,10.9,NA,"65057993","Perry"
283,"3/23/2025 12:35",21.5,52.5,11.4,NA,"65057993","Perry"
284,"3/23/2025 13:05",21,54,11.3,NA,"65057993","Perry"
285,"3/23/2025 13:35",21,54,11.3,NA,"65057993","Perry"
286,"3/23/2025 14:05",21.5,55.5,12.2,NA,"65057993","Perry"
287,"3/23/2025 14:35",21.5,55.5,12.2,NA,"65057993","Perry"
288,"3/23/2025 15:05",21.5,55.5,12.2,NA,"65057993","Perry"
289,"3/23/2025 15:35",22,53,12,NA,"65057993","Perry"
290,"3/23/2025 16:05",22.5,52.5,12.3,NA,"65057993","Perry"
291,"3/23/2025 16:35",22,54.5,12.4,NA,"65057993","Perry"
292,"3/23/2025 17:05",22,55.5,12.7,NA,"65057993","Perry"
293,"3/23/2025 17:35",21,56.5,12,NA,"65057993","Perry"
294,"3/23/2025 18:05",20.5,57.5,11.8,NA,"65057993","Perry"
295,"3/23/2025 18:35",18.5,61,10.8,NA,"65057993","Perry"
296,"3/23/2025 19:05",17,62.5,9.8,NA,"65057993","Perry"
297,"3/23/2025 19:35",17,61,9.4,NA,"65057993","Perry"
298,"3/23/2025 20:05",16,64.5,9.3,NA,"65057993","Perry"
299,"3/23/2025 20:35",13.5,73,8.8,NA,"65057993","Perry"
300,"3/23/2025 21:05",13,74.5,8.6,NA,"65057993","Perry"
301,"3/23/2025 21:35",13,79.5,9.5,NA,"65057993","Perry"
302,"3/23/2025 22:05",12.5,83,9.7,NA,"65057993","Perry"
303,"3/23/2025 22:35",11,84.5,8.5,NA,"65057993","Perry"
304,"3/23/2025 23:05",10,86,7.8,NA,"65057993","Perry"
305,"3/23/2025 23:35",8.5,87,6.5,NA,"65057993","Perry"
306,"3/24/2025 0:05",8.5,88.5,6.7,NA,"65057993","Perry"
307,"3/24/2025 0:35",9,91.5,7.7,NA,"65057993","Perry"
308,"3/24/2025 1:05",11,94.5,10.2,NA,"65057993","Perry"
309,"3/24/2025 1:35",12,94.5,11.1,NA,"65057993","Perry"
310,"3/24/2025 2:05",12,90.5,10.5,NA,"65057993","Perry"
311,"3/24/2025 2:35",12.5,89.5,10.8,NA,"65057993","Perry"
312,"3/24/2025 3:05",12,91.5,10.7,NA,"65057993","Perry"
313,"3/24/2025 3:35",12,92.5,10.8,NA,"65057993","Perry"
314,"3/24/2025 4:05",12,91,10.6,NA,"65057993","Perry"
315,"3/24/2025 4:35",12,91,10.6,NA,"65057993","Perry"
316,"3/24/2025 5:05",12,90,10.4,NA,"65057993","Perry"
317,"3/24/2025 5:35",12,90.5,10.5,NA,"65057993","Perry"
318,"3/24/2025 6:05",8.5,89,6.8,NA,"65057993","Perry"
319,"3/24/2025 6:35",7,91.5,5.7,NA,"65057993","Perry"
320,"3/24/2025 7:05",8,95,7.2,NA,"65057993","Perry"
321,"3/24/2025 7:35",10,95.5,9.3,NA,"65057993","Perry"
322,"3/24/2025 8:05",11.5,96.5,11,NA,"65057993","Perry"
323,"3/24/2025 8:35",12,96.5,11.5,NA,"65057993","Perry"
324,"3/24/2025 9:05",13.5,95.5,12.8,NA,"65057993","Perry"
325,"3/24/2025 9:35",18,77.5,14,NA,"65057993","Perry"
326,"3/24/2025 10:05",19,70.5,13.5,NA,"65057993","Perry"
327,"3/24/2025 10:35",20,65.5,13.3,NA,"65057993","Perry"
328,"3/24/2025 11:05",19.5,68.5,13.6,NA,"65057993","Perry"
329,"3/24/2025 11:35",20,65.5,13.3,NA,"65057993","Perry"
330,"3/24/2025 12:05",20.5,64.5,13.6,NA,"65057993","Perry"
331,"3/24/2025 12:35",23,57.5,14.2,NA,"65057993","Perry"
332,"3/24/2025 13:05",23,57.5,14.2,NA,"65057993","Perry"
333,"3/24/2025 13:35",25,55,15.3,NA,"65057993","Perry"
334,"3/24/2025 14:05",23.5,58.5,14.9,NA,"65057993","Perry"
335,"3/24/2025 14:35",21.5,61,13.7,NA,"65057993","Perry"
336,"3/24/2025 15:05",23,60.5,14.9,NA,"65057993","Perry"
337,"3/24/2025 15:35",25.5,49.5,14.2,NA,"65057993","Perry"
338,"3/24/2025 16:05",25,51.5,14.3,NA,"65057993","Perry"
339,"3/24/2025 16:35",23,55.5,13.6,NA,"65057993","Perry"
340,"3/24/2025 17:05",20.5,61.5,12.8,NA,"65057993","Perry"
341,"3/24/2025 17:35",19,65.5,12.4,NA,"65057993","Perry"
342,"3/24/2025 18:05",18,67,11.8,NA,"65057993","Perry"
343,"3/24/2025 18:35",17,69,11.3,NA,"65057993","Perry"
344,"3/24/2025 19:05",14.5,77,10.5,NA,"65057993","Perry"
345,"3/24/2025 19:35",13,82,10,NA,"65057993","Perry"
346,"3/24/2025 20:05",11.5,83.5,8.8,NA,"65057993","Perry"
347,"3/24/2025 20:35",11,84.5,8.5,NA,"65057993","Perry"
348,"3/24/2025 21:05",13.5,74.5,9.1,NA,"65057993","Perry"
349,"3/24/2025 21:35",14,78.5,10.3,NA,"65057993","Perry"
350,"3/24/2025 22:05",13,84.5,10.5,NA,"65057993","Perry"
351,"3/24/2025 22:35",12.5,87,10.4,NA,"65057993","Perry"
352,"3/24/2025 23:05",12,90,10.4,NA,"65057993","Perry"
353,"3/24/2025 23:35",11,90.5,9.5,NA,"65057993","Perry"
354,"3/25/2025 0:05",11,94.5,10.2,NA,"65057993","Perry"
355,"3/25/2025 0:35",12.5,94,11.6,NA,"65057993","Perry"
356,"3/25/2025 1:05",13,92,11.7,NA,"65057993","Perry"
357,"3/25/2025 1:35",13,91,11.6,NA,"65057993","Perry"
358,"3/25/2025 2:05",13,94,12.1,NA,"65057993","Perry"
359,"3/25/2025 2:35",13,94.5,12.1,NA,"65057993","Perry"
360,"3/25/2025 3:05",12,95.5,11.3,NA,"65057993","Perry"
361,"3/25/2025 3:35",12,96.5,11.5,NA,"65057993","Perry"
362,"3/25/2025 4:05",11.5,97,11,NA,"65057993","Perry"
363,"3/25/2025 4:35",11.5,97,11,NA,"65057993","Perry"
364,"3/25/2025 5:05",11.5,97,11,NA,"65057993","Perry"
365,"3/25/2025 5:35",11.5,97,11,NA,"65057993","Perry"
366,"3/25/2025 6:05",11.5,97,11,NA,"65057993","Perry"
367,"3/25/2025 6:35",11.5,96.5,11,NA,"65057993","Perry"
368,"3/25/2025 7:05",11.5,96.5,11,NA,"65057993","Perry"
369,"3/25/2025 7:35",11.5,96.5,11,NA,"65057993","Perry"
370,"3/25/2025 8:05",12,97,11.5,NA,"65057993","Perry"
371,"3/25/2025 8:35",12.5,96.5,12,NA,"65057993","Perry"
372,"3/25/2025 9:05",12.5,95,11.7,NA,"65057993","Perry"
373,"3/25/2025 9:35",13,94.5,12.1,NA,"65057993","Perry"
374,"3/25/2025 10:05",12.5,94,11.6,NA,"65057993","Perry"
375,"3/25/2025 10:35",13,93.5,12,NA,"65057993","Perry"
376,"3/25/2025 11:05",14,90,12.4,NA,"65057993","Perry"
377,"3/25/2025 11:35",14.5,87.5,12.5,NA,"65057993","Perry"
378,"3/25/2025 12:05",14.5,87,12.4,NA,"65057993","Perry"
379,"3/25/2025 12:35",15,84,12.3,NA,"65057993","Perry"
380,"3/25/2025 13:05",15,84,12.3,NA,"65057993","Perry"
381,"3/25/2025 13:35",15.5,81.5,12.3,NA,"65057993","Perry"
382,"3/25/2025 14:05",16,80,12.6,NA,"65057993","Perry"
383,"3/25/2025 14:35",16,78.5,12.3,NA,"65057993","Perry"
384,"3/25/2025 15:05",16.5,80.5,13.1,NA,"65057993","Perry"
385,"3/25/2025 15:35",20,68,13.9,NA,"65057993","Perry"
386,"3/25/2025 16:05",17.5,71,12.2,NA,"65057993","Perry"
387,"3/25/2025 16:35",15.5,77.5,11.6,NA,"65057993","Perry"
388,"3/25/2025 17:05",14.5,82,11.5,NA,"65057993","Perry"
389,"3/25/2025 17:35",13.5,85.5,11.1,NA,"65057993","Perry"
390,"3/25/2025 18:05",13,86.5,10.8,NA,"65057993","Perry"
391,"3/25/2025 18:35",12.5,89.5,10.8,NA,"65057993","Perry"
392,"3/25/2025 19:05",12.5,90.5,11,NA,"65057993","Perry"
393,"3/25/2025 19:35",12,91.5,10.7,NA,"65057993","Perry"
394,"3/25/2025 20:05",12,92.5,10.8,NA,"65057993","Perry"
395,"3/25/2025 20:35",12,93,10.9,NA,"65057993","Perry"
396,"3/25/2025 21:05",12,93.5,11,NA,"65057993","Perry"
397,"3/25/2025 21:35",12,93,10.9,NA,"65057993","Perry"
398,"3/25/2025 22:05",12,92.5,10.8,NA,"65057993","Perry"
399,"3/25/2025 22:35",12,92,10.7,NA,"65057993","Perry"
400,"3/25/2025 23:05",12,91.5,10.7,NA,"65057993","Perry"
401,"3/25/2025 23:35",12,91,10.6,NA,"65057993","Perry"
402,"3/26/2025 0:05",12,90.5,10.5,NA,"65057993","Perry"
403,"3/26/2025 0:35",12,90,10.4,NA,"65057993","Perry"
404,"3/26/2025 1:05",12,90,10.4,NA,"65057993","Perry"
405,"3/26/2025 1:35",12,90,10.4,NA,"65057993","Perry"
406,"3/26/2025 2:05",12,89.5,10.3,NA,"65057993","Perry"
407,"3/26/2025 2:35",12.5,88.5,10.7,NA,"65057993","Perry"
408,"3/26/2025 3:05",12.5,88,10.6,NA,"65057993","Perry"
409,"3/26/2025 3:35",12.5,88,10.6,NA,"65057993","Perry"
410,"3/26/2025 4:05",12.5,88,10.6,NA,"65057993","Perry"
411,"3/26/2025 4:35",12,92.5,10.8,NA,"65057993","Perry"
412,"3/26/2025 5:05",12,92.5,10.8,NA,"65057993","Perry"
413,"3/26/2025 5:35",12,93,10.9,NA,"65057993","Perry"
414,"3/26/2025 6:05",12,93,10.9,NA,"65057993","Perry"
415,"3/26/2025 6:35",12,92,10.7,NA,"65057993","Perry"
416,"3/26/2025 7:05",12,91,10.6,NA,"65057993","Perry"
417,"3/26/2025 7:35",12.5,88.5,10.7,NA,"65057993","Perry"
418,"3/26/2025 8:05",12.5,91.5,11.2,NA,"65057993","Perry"
419,"3/26/2025 8:35",13,91,11.6,NA,"65057993","Perry"
420,"3/26/2025 9:05",13.5,89,11.7,NA,"65057993","Perry"
421,"3/26/2025 9:35",13.5,88,11.6,NA,"65057993","Perry"
422,"3/26/2025 10:05",14.5,82.5,11.6,NA,"65057993","Perry"
423,"3/26/2025 10:35",15,81,11.8,NA,"65057993","Perry"
424,"3/26/2025 11:05",15,83.5,12.2,NA,"65057993","Perry"
425,"3/26/2025 11:35",15.5,82,12.4,NA,"65057993","Perry"
426,"3/26/2025 12:05",15.5,82,12.4,NA,"65057993","Perry"
427,"3/26/2025 12:35",17,78,13.1,NA,"65057993","Perry"
428,"3/26/2025 13:05",17,74.5,12.4,NA,"65057993","Perry"
429,"3/26/2025 13:35",19,68.5,13.1,NA,"65057993","Perry"
430,"3/26/2025 14:05",18.5,68,12.5,NA,"65057993","Perry"
431,"3/26/2025 14:35",17.5,71.5,12.3,NA,"65057993","Perry"
432,"3/26/2025 15:05",17.5,69.5,11.9,NA,"65057993","Perry"
433,"3/26/2025 15:35",18.5,68.5,12.6,NA,"65057993","Perry"
434,"3/26/2025 16:05",17,74.5,12.4,NA,"65057993","Perry"
435,"3/26/2025 16:35",17.5,68.5,11.6,NA,"65057993","Perry"
436,"3/26/2025 17:05",16,71,10.7,NA,"65057993","Perry"
437,"3/26/2025 17:35",16,72.5,11.1,NA,"65057993","Perry"
438,"3/26/2025 18:05",15,72.5,10.1,NA,"65057993","Perry"
439,"3/26/2025 18:35",14,80.5,10.7,NA,"65057993","Perry"
440,"3/26/2025 19:05",13.5,82.5,10.6,NA,"65057993","Perry"
441,"3/26/2025 19:35",12.5,83.5,9.8,NA,"65057993","Perry"
442,"3/26/2025 20:05",12.5,86,10.2,NA,"65057993","Perry"
443,"3/26/2025 20:35",12.5,87.5,10.5,NA,"65057993","Perry"
444,"3/26/2025 21:05",12.5,87,10.4,NA,"65057993","Perry"
445,"3/26/2025 21:35",12.5,88,10.6,NA,"65057993","Perry"
446,"3/26/2025 22:05",11.5,89.5,9.8,NA,"65057993","Perry"
447,"3/26/2025 22:35",11,91,9.6,NA,"65057993","Perry"
448,"3/26/2025 23:05",11,91,9.6,NA,"65057993","Perry"
449,"3/26/2025 23:35",10.5,91,9.1,NA,"65057993","Perry"
450,"3/27/2025 0:05",9.5,91,8.1,NA,"65057993","Perry"
451,"3/27/2025 0:35",8.5,93,7.4,NA,"65057993","Perry"
452,"3/27/2025 1:05",8.5,95,7.7,NA,"65057993","Perry"
453,"3/27/2025 1:35",10.5,96,9.9,NA,"65057993","Perry"
454,"3/27/2025 2:05",11,94,10.1,NA,"65057993","Perry"
455,"3/27/2025 2:35",9,94,8.1,NA,"65057993","Perry"
456,"3/27/2025 3:05",8.5,94.5,7.7,NA,"65057993","Perry"
457,"3/27/2025 3:35",9.5,95.5,8.8,NA,"65057993","Perry"
458,"3/27/2025 4:05",10,95.5,9.3,NA,"65057993","Perry"
459,"3/27/2025 4:35",10.5,92.5,9.3,NA,"65057993","Perry"
460,"3/27/2025 5:05",10,94,9.1,NA,"65057993","Perry"
461,"3/27/2025 5:35",10.5,95,9.7,NA,"65057993","Perry"
462,"3/27/2025 6:05",11,93,9.9,NA,"65057993","Perry"
463,"3/27/2025 6:35",10,91.5,8.7,NA,"65057993","Perry"
464,"3/27/2025 7:05",9,94.5,8.2,NA,"65057993","Perry"
465,"3/27/2025 7:35",9,95.5,8.3,NA,"65057993","Perry"
466,"3/27/2025 8:05",12.5,96,11.9,NA,"65057993","Perry"
467,"3/27/2025 8:35",14,87,11.9,NA,"65057993","Perry"
468,"3/27/2025 9:05",14.5,84.5,11.9,NA,"65057993","Perry"
469,"3/27/2025 9:35",15.5,89,13.7,NA,"65057993","Perry"
470,"3/27/2025 10:05",16.5,81.5,13.3,NA,"65057993","Perry"
471,"3/27/2025 10:35",16.5,80.5,13.1,NA,"65057993","Perry"
472,"3/27/2025 11:05",18,75.5,13.6,NA,"65057993","Perry"
473,"3/27/2025 11:35",18,76.5,13.8,NA,"65057993","Perry"
474,"3/27/2025 12:05",19,75,14.5,NA,"65057993","Perry"
475,"3/27/2025 12:35",19,75,14.5,NA,"65057993","Perry"
476,"3/27/2025 13:05",19.5,74,14.7,NA,"65057993","Perry"
477,"3/27/2025 13:35",18,74,13.3,NA,"65057993","Perry"
478,"3/27/2025 14:05",17,78,13.1,NA,"65057993","Perry"
479,"3/27/2025 14:35",16.5,82,13.4,NA,"65057993","Perry"
480,"3/27/2025 15:05",19,72.5,13.9,NA,"65057993","Perry"
481,"3/27/2025 15:35",19.5,68.5,13.6,NA,"65057993","Perry"
482,"3/27/2025 16:05",19,69,13.2,NA,"65057993","Perry"
483,"3/27/2025 16:35",16.5,78,12.7,NA,"65057993","Perry"
484,"3/27/2025 17:05",17,76.5,12.8,NA,"65057993","Perry"
485,"3/27/2025 17:35",15,80.5,11.7,NA,"65057993","Perry"
486,"3/27/2025 18:05",15,79,11.4,NA,"65057993","Perry"
487,"3/27/2025 18:35",14.5,81,11.3,NA,"65057993","Perry"
488,"3/27/2025 19:05",13.5,83,10.7,NA,"65057993","Perry"
489,"3/27/2025 19:35",13,79,9.4,NA,"65057993","Perry"
490,"3/27/2025 20:05",13,84,10.4,NA,"65057993","Perry"
491,"3/27/2025 20:35",13,87,10.9,NA,"65057993","Perry"
492,"3/27/2025 21:05",13.5,85.5,11.1,NA,"65057993","Perry"
493,"3/27/2025 21:35",13.5,82,10.5,NA,"65057993","Perry"
494,"3/27/2025 22:05",13.5,82,10.5,NA,"65057993","Perry"
495,"3/27/2025 22:35",13.5,80,10.1,NA,"65057993","Perry"
496,"3/27/2025 23:05",13,84.5,10.5,NA,"65057993","Perry"
497,"3/27/2025 23:35",13,88.5,11.1,NA,"65057993","Perry"
498,"3/28/2025 0:05",12.5,90.5,11,NA,"65057993","Perry"
499,"3/28/2025 0:35",13,86.5,10.8,NA,"65057993","Perry"
500,"3/28/2025 1:05",12.5,86,10.2,NA,"65057993","Perry"
501,"3/28/2025 1:35",12.5,83.5,9.8,NA,"65057993","Perry"
502,"3/28/2025 2:05",12.5,82,9.5,NA,"65057993","Perry"
503,"3/28/2025 2:35",13,80,9.6,NA,"65057993","Perry"
504,"3/28/2025 3:05",12.5,82,9.5,NA,"65057993","Perry"
505,"3/28/2025 3:35",12.5,83.5,9.8,NA,"65057993","Perry"
506,"3/28/2025 4:05",11.5,85,9.1,NA,"65057993","Perry"
507,"3/28/2025 4:35",11.5,88,9.6,NA,"65057993","Perry"
508,"3/28/2025 5:05",11,89,9.3,NA,"65057993","Perry"
509,"3/28/2025 5:35",11,89.5,9.3,NA,"65057993","Perry"
510,"3/28/2025 6:05",11.5,88,9.6,NA,"65057993","Perry"
511,"3/28/2025 6:35",11,87.5,9,NA,"65057993","Perry"
512,"3/28/2025 7:05",10.5,86.5,8.3,NA,"65057993","Perry"
513,"3/28/2025 7:35",12,81,8.8,NA,"65057993","Perry"
514,"3/28/2025 8:05",13,79,9.4,NA,"65057993","Perry"
515,"3/28/2025 8:35",13.5,77,9.6,NA,"65057993","Perry"
516,"3/28/2025 9:05",15,74.5,10.5,NA,"65057993","Perry"
517,"3/28/2025 9:35",16.5,68.5,10.7,NA,"65057993","Perry"
518,"3/28/2025 10:05",17,63,9.9,NA,"65057993","Perry"
519,"3/28/2025 10:35",17.5,63.5,10.5,NA,"65057993","Perry"
520,"3/28/2025 11:05",18.5,61.5,11,NA,"65057993","Perry"
521,"3/28/2025 11:35",18,66,11.6,NA,"65057993","Perry"
522,"3/28/2025 12:05",18,70,12.5,NA,"65057993","Perry"
523,"3/28/2025 12:35",18.5,67,12.3,NA,"65057993","Perry"
524,"3/28/2025 13:05",18.5,70,12.9,NA,"65057993","Perry"
525,"3/28/2025 13:35",18.5,69.5,12.8,NA,"65057993","Perry"
526,"3/28/2025 14:05",18.5,68,12.5,NA,"65057993","Perry"
527,"3/28/2025 14:35",18,68.5,12.1,NA,"65057993","Perry"
528,"3/28/2025 15:05",18,66.5,11.7,NA,"65057993","Perry"
529,"3/28/2025 15:35",17.5,66.5,11.2,NA,"65057993","Perry"
530,"3/28/2025 16:05",19,60.5,11.2,NA,"65057993","Perry"
531,"3/28/2025 16:35",17,62,9.7,NA,"65057993","Perry"
532,"3/28/2025 17:05",16.5,66,10.1,NA,"65057993","Perry"
533,"3/28/2025 17:35",15,69,9.4,NA,"65057993","Perry"
534,"3/28/2025 18:05",15,67,8.9,NA,"65057993","Perry"
535,"3/28/2025 18:35",13.5,66,7.3,NA,"65057993","Perry"
536,"3/28/2025 19:05",13,66.5,6.9,NA,"65057993","Perry"
537,"3/28/2025 19:35",12.5,70.5,7.3,NA,"65057993","Perry"
538,"3/28/2025 20:05",12,69.5,6.6,NA,"65057993","Perry"
539,"3/28/2025 20:35",12,70,6.7,NA,"65057993","Perry"
540,"3/28/2025 21:05",11.5,75.5,7.3,NA,"65057993","Perry"
541,"3/28/2025 21:35",11.5,76.5,7.5,NA,"65057993","Perry"
542,"3/28/2025 22:05",11.5,77,7.6,NA,"65057993","Perry"
543,"3/28/2025 22:35",11.5,76.5,7.5,NA,"65057993","Perry"
544,"3/28/2025 23:05",11,75,6.7,NA,"65057993","Perry"
545,"3/28/2025 23:35",11.5,71,6.4,NA,"65057993","Perry"
546,"3/29/2025 0:05",11.5,76,7.4,NA,"65057993","Perry"
547,"3/29/2025 0:35",11.5,78.5,7.9,NA,"65057993","Perry"
548,"3/29/2025 1:05",11,79,7.5,NA,"65057993","Perry"
549,"3/29/2025 1:35",11,76.5,7,NA,"65057993","Perry"
550,"3/29/2025 2:05",11,73.5,6.5,NA,"65057993","Perry"
551,"3/29/2025 2:35",10.5,77.5,6.7,NA,"65057993","Perry"
552,"3/29/2025 3:05",10.5,81,7.4,NA,"65057993","Perry"
553,"3/29/2025 3:35",10,78,6.3,NA,"65057993","Perry"
554,"3/29/2025 4:05",10,80,6.7,NA,"65057993","Perry"
555,"3/29/2025 4:35",10,83,7.3,NA,"65057993","Perry"
556,"3/29/2025 5:05",10,81,6.9,NA,"65057993","Perry"
557,"3/29/2025 5:35",10,78.5,6.4,NA,"65057993","Perry"
558,"3/29/2025 6:05",10,77,6.2,NA,"65057993","Perry"
559,"3/29/2025 6:35",9.5,79.5,6.1,NA,"65057993","Perry"
560,"3/29/2025 7:05",9.5,79.5,6.1,NA,"65057993","Perry"
561,"3/29/2025 7:35",9.5,78,5.9,NA,"65057993","Perry"
562,"3/29/2025 8:05",10.5,74.5,6.2,NA,"65057993","Perry"
563,"3/29/2025 8:35",11.5,67,5.6,NA,"65057993","Perry"
564,"3/29/2025 9:05",13,62.5,6,NA,"65057993","Perry"
565,"3/29/2025 9:35",14,64,7.3,NA,"65057993","Perry"
566,"3/29/2025 10:05",16,57.5,7.6,NA,"65057993","Perry"
567,"3/29/2025 10:35",16.5,58.5,8.3,NA,"65057993","Perry"
568,"3/29/2025 11:05",16,61,8.5,NA,"65057993","Perry"
569,"3/29/2025 11:35",16.5,56.5,7.8,NA,"65057993","Perry"
570,"3/29/2025 12:05",17.5,57,8.9,NA,"65057993","Perry"
571,"3/29/2025 12:35",17,60.5,9.3,NA,"65057993","Perry"
572,"3/29/2025 13:05",17.5,59,9.4,NA,"65057993","Perry"
573,"3/29/2025 13:35",17,56,8.2,NA,"65057993","Perry"
574,"3/29/2025 14:05",17.5,57,8.9,NA,"65057993","Perry"
575,"3/29/2025 14:35",17,56.5,8.3,NA,"65057993","Perry"
576,"3/29/2025 15:05",17.5,56.5,8.8,NA,"65057993","Perry"
577,"3/29/2025 15:35",15,67.5,9,NA,"65057993","Perry"
578,"3/29/2025 16:05",15,69,9.4,NA,"65057993","Perry"
579,"3/29/2025 16:35",14,72,9,NA,"65057993","Perry"
580,"3/29/2025 17:05",13.5,72.5,8.7,NA,"65057993","Perry"
581,"3/29/2025 17:35",14,67,8,NA,"65057993","Perry"
582,"3/29/2025 18:05",13,69.5,7.6,NA,"65057993","Perry"
583,"3/29/2025 18:35",12.5,72,7.6,NA,"65057993","Perry"
584,"3/29/2025 19:05",11.5,74,7,NA,"65057993","Perry"
585,"3/29/2025 19:35",11.5,73.5,6.9,NA,"65057993","Perry"
586,"3/29/2025 20:05",17,71,11.7,NA,"65057993","Perry"
587,"3/29/2025 20:35",18,68,12,NA,"65057993","Perry"
588,"3/29/2025 21:05",18,67,11.8,NA,"65057993","Perry"
589,"3/29/2025 21:35",17.5,66.5,11.2,NA,"65057993","Perry"
590,"3/29/2025 22:05",17,66.5,10.7,NA,"65057993","Perry"
591,"3/29/2025 22:35",16.5,66.5,10.2,NA,"65057993","Perry"
592,"3/29/2025 23:05",16,66,9.7,NA,"65057993","Perry"
593,"3/29/2025 23:35",16,66,9.7,NA,"65057993","Perry"
594,"3/30/2025 0:05",15.5,66,9.2,NA,"65057993","Perry"
595,"3/30/2025 0:35",15.5,66,9.2,NA,"65057993","Perry"
596,"3/30/2025 1:05",15,66,8.7,NA,"65057993","Perry"
597,"3/30/2025 1:35",15,66,8.7,NA,"65057993","Perry"
598,"3/30/2025 2:05",15,66,8.7,NA,"65057993","Perry"
599,"3/30/2025 2:35",14.5,66,8.2,NA,"65057993","Perry"
600,"3/30/2025 3:05",14.5,66,8.2,NA,"65057993","Perry"
601,"3/30/2025 3:35",14.5,66,8.2,NA,"65057993","Perry"
602,"3/30/2025 4:05",14,66,7.8,NA,"65057993","Perry"
603,"3/30/2025 4:35",14,66,7.8,NA,"65057993","Perry"
604,"3/30/2025 5:05",14,66.5,7.9,NA,"65057993","Perry"
605,"3/30/2025 5:35",14,66.5,7.9,NA,"65057993","Perry"
606,"3/30/2025 6:05",13.5,66.5,7.4,NA,"65057993","Perry"
607,"3/30/2025 6:35",13.5,66.5,7.4,NA,"65057993","Perry"
608,"3/30/2025 7:05",13.5,66.5,7.4,NA,"65057993","Perry"
609,"3/30/2025 7:35",13.5,66.5,7.4,NA,"65057993","Perry"
610,"3/30/2025 8:05",13.5,66.5,7.4,NA,"65057993","Perry"
611,"3/30/2025 8:35",13.5,66.5,7.4,NA,"65057993","Perry"
612,"3/30/2025 9:05",13.5,67,7.5,NA,"65057993","Perry"
613,"3/30/2025 9:35",13.5,67,7.5,NA,"65057993","Perry"
614,"3/30/2025 10:05",13.5,67,7.5,NA,"65057993","Perry"
615,"3/30/2025 10:35",13.5,67,7.5,NA,"65057993","Perry"
616,"3/30/2025 11:05",14,67,8,NA,"65057993","Perry"
617,"3/30/2025 11:35",14,67,8,NA,"65057993","Perry"
618,"3/30/2025 12:05",14.5,67,8.5,NA,"65057993","Perry"
619,"3/30/2025 12:35",14.5,67,8.5,NA,"65057993","Perry"
620,"3/30/2025 13:05",15,67,8.9,NA,"65057993","Perry"
621,"3/30/2025 13:35",16,69.5,10.4,NA,"65057993","Perry"
1,"3/10/2025 13:30",21,44.5,8.5,NA,"65057165","PtCon"
2,"3/10/2025 14:00",21,44.5,8.5,NA,"65057165","PtCon"
3,"3/10/2025 14:30",21.5,44,8.7,NA,"65057165","PtCon"
4,"3/10/2025 15:00",21,49,9.9,NA,"65057165","PtCon"
5,"3/10/2025 15:30",21.5,42.5,8.2,NA,"65057165","PtCon"
6,"3/10/2025 16:00",21.5,43,8.4,NA,"65057165","PtCon"
7,"3/10/2025 16:30",21,43.5,8.1,NA,"65057165","PtCon"
8,"3/10/2025 17:00",21,43,8,NA,"65057165","PtCon"
9,"3/10/2025 17:30",21,43.5,8.1,NA,"65057165","PtCon"
10,"3/10/2025 18:00",21,43,8,NA,"65057165","PtCon"
11,"3/10/2025 18:30",21,43,8,NA,"65057165","PtCon"
12,"3/10/2025 19:00",16,48,5,NA,"65057165","PtCon"
13,"3/10/2025 19:30",14,54,4.9,NA,"65057165","PtCon"
14,"3/10/2025 20:00",12,57.5,3.9,NA,"65057165","PtCon"
15,"3/10/2025 20:30",12,58.5,4.1,NA,"65057165","PtCon"
